ID	EH1516A	EH1516C	EH1516D	EH217A	EH217C	EH217D
"245828"	144	9	0	0	0	0
"245832"	12	35	22	0	0	0
"245850"	9	16	16	1	1	0
"245851"	4	2	1	32	23	37
"245853"	18	6	11	5	5	4
"245861"	8	4	22	3351	4502	4894
"245872"	0	1	0	3	3	1
"245881"	0	0	0	0	0	0
"245887"	24	5	10	29	32	11
"245889"	6	28	30	130	243	196
"245897"	141	346	398	10	8	0
"245898"	1164	3235	3338	118	153	112
"245902"	48	223	41	338	246	189
"245911"	52	14	16	0	1	0
"245913"	25	8	19	36	48	33
"245914"	172	87	159	201	285	278
"245919"	887	239	825	3450	347	422
"245920"	93	14	24	40	47	45
"245922"	0	0	0	0	3	3
"245923"	185	84	150	308	396	287
"245928"	0	0	0	0	0	0
"245930"	2	0	0	0	0	0
"245932"	121	107	69	0	0	0
"245936"	27	15	17	49	96	63
"245947"	1	3	10	75	95	106
"245953"	0	0	0	0	0	0
"245955"	0	0	0	1	1	1
"245960"	23	54	28	9	14	156
"245962"	19	5	3	19	104	21
"245967"	4	1	2	1	0	0
"245972"	0	0	0	0	0	0
"245977"	29	23	20	14	40	13
"245980"	13	6	5	85	178	80
"245982"	45	10	12	80	109	96
"245983"	3	12	25	7	4	8
"245984"	5	0	3	58	86	29
"245987"	78	400	877	445	692	629
"245988"	77	326	648	375	641	439
"245989"	12	47	69	63	110	105
"245990"	0	0	5	26	49	22
"245997"	0	0	0	0	0	0
"246000"	0	0	0	0	0	0
"246002"	4	2	4	105	179	146
"246020"	39	33	65	78	39	21
"246021"	106	17	49	43	52	26
"246026"	32	64	169	24	37	36
"246045"	0	0	0	12	48	37
"246052"	41	22	30	42	105	56
"246053"	6	3	2	314	434	427
"246058"	701	2428	1616	543	550	517
"246059"	0	0	0	40	41	72
"246063"	0	0	0	0	2	0
"246069"	28	40	62	186	349	120
"246073"	0	8	11	14	26	32
"246074"	4	14	16	34	36	61
"246088"	407	265	258	170	100	134
"246092"	9	18	5	26	62	57
"246095"	27	28	37	83	164	96
"246103"	92	35	26	47	99	62
"246116"	146	17	17	95	161	174
"246122"	0	0	0	0	0	0
"246123"	19	22	41	67	82	60
"246127"	8	9	15	12	8	11
"246128"	34	14	29	34	56	42
"246130"	469	716	1463	3560	4143	4343
"246131"	3	10	20	0	0	0
"246139"	0	0	0	0	0	0
"246141"	1	1	0	0	0	0
"246142"	4	22	34	5	10	6
"246159"	15	65	51	104	246	148
"246165"	438	221	115	419	308	447
"246170"	507	188	261	135	217	212
"246179"	0	0	0	0	0	0
"246180"	14	38	81	25	48	47
"246183"	22	41	38	2	3	1
"246188"	0	6	2	20	34	4
"246198"	0	27	0	0	0	0
"246199"	24	51	56	57	161	105
"246212"	26	119	37	175	59	208
"246216"	78	32	46	52	80	53
"246218"	0	0	0	8	8	12
"246221"	404	292	284	1811	1471	1613
"246224"	5	3	0	0	0	0
"246225"	0	0	0	1	4	0
"246226"	28	9	28	48	95	78
"246240"	113	50	78	106	169	101
"246247"	521	61	34	78	64	56
"246251"	5	5	10	6	21	13
"246253"	2615	1874	867	473	777	466
"246258"	127	32	65	17	17	20
"246261"	104	239	405	444	568	685
"246267"	1	0	0	23	33	71
"246274"	0	0	0	0	1	0
"246278"	0	0	0	28	35	65
"246280"	0	0	3	50	10	50
"246282"	15	13	40	33	30	17
"246293"	110	32	56	313	242	224
"246298"	47	28	39	152	169	143
"246302"	46	182	421	560	750	875
"246308"	180	408	744	423	596	674
"246317"	61	75	127	180	300	286
"246319"	0	0	0	0	0	0
"246323"	33	104	134	125	181	104
"246338"	2	2	6	17	31	44
"246339"	38	19	41	19	34	24
"246340"	7	2	11	38	140	54
"246342"	233	92	38	236	185	251
"246343"	600	163	15	364	465	139
"246345"	2	13	43	53	80	70
"246369"	0	1	1	12	14	17
"246376"	11	67	38	146	316	158
"246384"	34	26	38	54	42	67
"246386"	32	8	11	42	93	60
"246397"	136	5	5	66	99	59
"246400"	5	6	3	2	9	1
"246404"	4	7	9	0	0	0
"246407"	48	31	69	178	303	199
"246411"	1	1	3	19	37	5
"246421"	302	185	109	171	174	117
"246422"	0	0	7	0	0	0
"246427"	89	10	13	145	151	90
"246430"	28	66	30	80	193	96
"246437"	28	23	19	79	102	83
"246441"	16	25	60	234	358	218
"246446"	1	0	0	174	210	172
"246449"	1	2	3	1	5	2
"246450"	5	11	21	15	16	22
"246456"	22	33	61	236	197	319
"246468"	30	18	32	61	62	62
"246476"	293	1169	687	1559	1252	1373
"246477"	56	33	67	124	209	143
"246479"	1	0	2	63	71	138
"246486"	5	24	16	13	24	67
"246502"	0	0	0	0	0	1
"246507"	0	0	1	116	23	33
"246516"	0	0	0	4	9	8
"246520"	0	0	0	0	2	0
"246531"	191	462	539	165	129	148
"246532"	0	6	4	0	0	0
"246535"	26	22	29	40	53	77
"246540"	59	30	47	40	36	45
"246548"	27	20	16	98	126	85
"246553"	27	79	128	113	184	137
"246554"	14	22	21	20	35	21
"246562"	0	0	0	0	1	0
"246564"	0	1	1	48	87	21
"246583"	6	2	6	0	5	1
"246588"	3	1	1	6	7	10
"246595"	1714	988	1940	1820	698	1261
"246598"	0	0	0	33	87	65
"246599"	7	5	20	120	146	122
"246600"	5	4	5	48	73	54
"246601"	533	389	272	224	394	367
"246608"	309	473	546	239	296	236
"246613"	4	4	2	7	5	8
"246614"	11	15	32	0	0	0
"246617"	108	129	355	411	506	321
"246619"	288	50	11	21	28	26
"246628"	3	7	12	12	30	21
"246641"	5	0	0	48	72	51
"246642"	86	62	247	5	4	28
"246643"	20	55	48	47	52	28
"246644"	43	7	10	61	97	67
"246646"	736	31	16	0	0	0
"246654"	0	0	0	73	104	91
"246657"	14	8	12	17	31	33
"246658"	380	531	412	91	206	149
"246659"	1	24	29	105	161	112
"246661"	593	1702	1577	969	1064	1375
"246668"	111	103	158	150	193	141
"246673"	0	0	0	0	1	0
"246674"	12	19	126	439	230	328
"246676"	0	0	0	0	1	0
"246701"	0	0	10	38	96	55
"246712"	0	0	0	0	0	0
"246736"	1	5	3	3	1	3
"246737"	0	0	0	8	11	13
"246741"	0	0	0	0	0	0
"246749"	11	23	44	134	246	149
"246751"	19	50	56	122	161	196
"246758"	34	72	83	282	376	332
"246759"	1	0	1	587	1594	1453
"246766"	7	11	20	109	157	120
"246768"	10	13	29	78	56	91
"246769"	9	15	22	29	66	36
"246780"	1844	1338	1759	1096	694	693
"246783"	57	29	28	440	355	363
"246787"	32	81	30	11	32	23
"246792"	0	0	0	1	4	2
"246799"	324	400	547	233	1023	542
"246800"	378	133	60	58	74	40
"246801"	74	40	72	232	306	280
"246802"	3	8	5	4	17	4
"246816"	6	14	20	142	91	136
"246817"	44	24	52	10	25	28
"246820"	27	20	48	27	67	47
"246824"	18	8	12	370	273	715
"246827"	389	299	225	129	212	172
"246853"	6	3	6	4	16	7
"246859"	19	8	2	0	0	0
"246860"	0	0	0	11	36	55
"246863"	0	0	0	0	1	1
"246879"	51	23	20	63	100	46
"246900"	0	0	0	0	0	0
"246903"	1	0	1	449	893	672
"246907"	0	0	0	0	0	0
"246910"	0	1	7	0	1	0
"246913"	3	0	1	5	18	9
"246916"	450	762	790	310	165	339
"246921"	22	61	80	87	119	169
"246926"	30	31	39	209	254	213
"246927"	9	11	9	18	17	17
"246930"	88	43	56	161	425	229
"246933"	5	1	2	13	22	6
"246942"	38	7	3	30	22	15
"246943"	74	30	47	116	181	81
"246956"	14	10	23	11	18	12
"246960"	6	2	5	49	42	67
"246963"	120	44	93	118	116	127
"246964"	103	44	99	76	63	59
"246965"	7	5	7	17	14	15
"246966"	2	0	0	4	7	9
"246971"	4	2	2	2	5	2
"246976"	20	22	34	51	58	44
"246993"	18	11	15	75	90	65
"246999"	0	1	0	0	0	0
"247007"	38	1	0	0	0	0
"247022"	81	66	86	129	131	138
"247030"	1	0	0	5	9	9
"247034"	7	9	26	58	86	92
"247035"	43	32	72	51	53	39
"247036"	15	13	17	30	31	47
"247045"	2	0	0	0	0	0
"247050"	18	11	15	5	3	2
"247052"	4	8	11	529	771	1022
"247053"	0	0	0	0	0	0
"247056"	302	52	47	246	370	251
"247060"	25	12	18	22	61	52
"247061"	0	0	0	19	29	25
"247062"	33	30	43	161	137	163
"247066"	12	24	24	10	26	28
"247068"	0	0	1	1	6	4
"247077"	1438	671	276	2042	2036	2600
"247080"	7	22	31	7	20	22
"247081"	3	3	5	1	2	2
"247082"	43	117	178	92	129	172
"247086"	1	10	11	0	0	0
"247087"	42	43	83	135	117	112
"247089"	0	0	0	5	12	14
"247099"	4	20	43	10	58	48
"247104"	16	46	92	45	109	111
"247126"	0	0	0	0	0	0
"247127"	0	0	0	2	3	6
"247128"	26	12	19	28	40	42
"247129"	0	0	0	0	0	0
"247142"	648	83	56	89	27	14
"247145"	44	11	13	28	42	31
"247148"	1215	1073	735	1010	1323	909
"247156"	2	0	3	22	52	20
"247160"	31	5	7	85	55	28
"247161"	155	66	98	1342	1013	1350
"247163"	0	0	4	256	292	288
"247165"	33	13	16	25	47	65
"247167"	22	64	85	129	152	152
"247170"	12	41	24	13	19	29
"247174"	3	0	0	4	11	4
"247181"	21	123	621	1399	340	661
"247186"	67	75	157	132	134	137
"247190"	0	0	0	4	0	3
"247193"	294	83	148	254	451	318
"247194"	0	0	0	0	1	2
"247198"	5	1	4	34	16	35
"247199"	1	0	0	3	11	3
"247202"	85	98	177	136	141	132
"247204"	63	46	47	75	66	73
"247208"	18	60	46	102	171	301
"247213"	0	0	0	0	0	0
"247215"	27	64	37	90	176	112
"247218"	11	12	11	16	28	37
"247219"	258	8202	8400	3560	7634	13835
"247221"	0	1	0	13	24	10
"247227"	0	0	1	0	0	1
"247232"	624	174	177	1666	1834	1599
"247234"	18	34	59	75	71	52
"247235"	29	92	86	109	167	99
"247236"	46	39	23	11	7	3
"247239"	0	0	0	2	9	7
"247242"	37	32	25	1	1	1
"247247"	31	20	27	0	0	0
"247251"	0	0	0	0	1	0
"247256"	1073	462	78	479	313	363
"247259"	1	3	3	1	1	0
"247267"	3	1	1	6	10	23
"247268"	0	0	0	34	45	24
"247281"	6	19	21	61	95	73
"247292"	1	3	4	1	1	1
"247300"	0	0	0	5	4	3
"247308"	0	0	0	0	0	0
"247309"	61	101	165	0	0	0
"247317"	919	576	440	584	640	447
"247326"	313	452	270	105	172	124
"247327"	16	20	23	71	102	76
"247328"	15	19	46	64	36	53
"247330"	0	0	2	16	42	49
"247338"	521	311	195	9	0	0
"247346"	278	289	209	96	113	117
"247348"	21	35	121	443	341	584
"247358"	0	0	0	1	0	0
"247361"	7	3	2	446	567	374
"247362"	26	4	20	84	80	121
"247369"	1027	1608	1201	734	611	927
"247375"	36	20	11	42	61	36
"247379"	1	0	0	0	0	0
"247380"	78	57	178	273	144	175
"247388"	9	24	29	73	226	438
"247390"	9	22	22	42	74	64
"247391"	44	11	10	104	161	93
"247394"	1	0	1	29	35	15
"247401"	8	17	32	125	215	159
"247406"	0	2	2	0	0	0
"247414"	35	21	36	136	187	96
"247416"	1	17	8	7	3	28
"247417"	1	14	9	1	1	23
"247420"	98	12	3	129	143	116
"247422"	200	74	67	332	352	374
"247439"	20	12	5	35	25	35
"247442"	2	14	38	16	0	22
"247443"	0	0	0	0	0	0
"247444"	0	0	0	0	0	0
"247449"	8	27	34	16	13	20
"247451"	32	14	12	91	116	77
"247455"	0	0	0	58	70	66
"247459"	35	11	15	0	0	0
"247461"	23	13	13	119	248	134
"247464"	21	20	25	121	205	115
"247465"	33	23	47	255	182	150
"247472"	64	48	66	161	340	202
"247474"	1654	1888	846	1624	735	947
"247480"	9	24	51	46	53	42
"247482"	263	650	523	1	1	0
"247483"	46	54	99	136	230	182
"247487"	1	0	1	89	157	133
"247489"	110	191	280	309	360	351
"247499"	1	1	4	34	39	43
"247506"	169	206	242	437	321	502
"247523"	4	5	8	70	62	59
"247527"	0	0	0	2	16	7
"247536"	64	23	59	50	136	32
"247552"	75	197	139	3	6	2
"247554"	17	13	10	0	0	0
"247557"	3	18	17	31	56	35
"247558"	1	12	14	14	36	26
"247566"	85	63	81	0	3	2
"247569"	0	0	0	5	7	10
"247572"	2116	2391	995	378	234	769
"247573"	37	8	15	82	157	59
"247579"	0	0	0	18	17	21
"247587"	14	193	64	48	7	6
"247588"	4	1	11	0	0	0
"247589"	92	12	0	18	12	5
"247592"	96	145	354	213	126	124
"247593"	14	22	37	56	102	59
"247602"	0	0	0	3	4	8
"247604"	110	270	116	534	539	756
"247605"	1	1	2	20	38	15
"247620"	59	61	92	117	195	150
"247629"	11	26	37	82	99	49
"247634"	15	17	17	76	104	127
"247646"	82	22	21	68	123	86
"247647"	3	8	20	14	24	13
"247652"	9	6	8	35	66	48
"247654"	0	0	0	46	38	35
"247655"	6	8	17	12	7	8
"247656"	9	21	15	38	63	92
"247657"	0	0	2	0	0	0
"247659"	0	0	4	2	0	10
"247661"	87	191	238	166	259	218
"247670"	0	0	0	32	48	21
"247673"	31	5	4	45	66	38
"247679"	5	0	0	125	140	91
"247688"	35	37	38	122	259	137
"247689"	0	0	2	30	43	40
"247690"	179	724	428	609	1198	997
"247695"	1	2	3	4	3	2
"247701"	800	1337	658	1632	1630	994
"247708"	14	4	2	26	29	15
"247718"	0	0	0	128	277	111
"247720"	51	54	47	52	72	65
"247726"	9	5	1	1	1	3
"247727"	0	0	2	694	680	663
"247734"	37	25	48	106	185	131
"247738"	71	46	49	154	136	140
"247754"	16	102	245	105	294	399
"247756"	23	1	0	0	2	2
"247757"	0	2	4	7	11	8
"247759"	7	12	27	32	74	49
"247769"	1	2	1	0	1	0
"247781"	40	24	15	50	61	74
"247782"	8	11	7	65	95	84
"247788"	8	16	15	14	19	10
"247789"	1	4	19	0	1	0
"247791"	20	16	12	61	149	94
"247799"	0	0	0	0	0	0
"247815"	0	0	0	0	0	0
"247830"	5	31	89	389	720	509
"247841"	23	104	46	546	1026	572
"247845"	30	9	27	34	50	55
"247850"	6	6	5	37	58	41
"247852"	23	21	47	42	91	84
"247853"	14	7	8	10	22	5
"247854"	1	4	4	2	9	7
"247861"	139	253	202	560	559	788
"247862"	28	19	9	107	108	92
"247863"	21	15	5	66	62	47
"247865"	9	3	12	17	16	65
"247868"	4	2	11	169	167	216
"247869"	0	2	5	54	52	73
"247871"	357	210	217	356	418	369
"247874"	2	1	2	6	7	9
"247883"	0	0	0	75	121	87
"247884"	6	2	10	65	53	66
"247885"	27	5	9	33	71	43
"247888"	23	49	68	63	117	123
"247896"	23	14	73	266	185	143
"247902"	516	607	751	760	1272	1184
"247904"	133	210	221	472	764	615
"247905"	9	0	0	0	0	0
"247906"	2	0	0	39	21	28
"247907"	0	0	0	19	21	12
"247911"	272	452	376	104	209	142
"247923"	11	13	21	45	73	61
"247926"	50	1168	241	169	224	143
"247927"	10	2	9	117	54	67
"247938"	180	71	72	44	37	39
"247944"	24	60	119	41	98	97
"247949"	65	199	414	313	315	295
"247959"	0	0	0	0	0	0
"247964"	63	69	29	29	24	29
"247965"	1644	2035	1074	1720	1073	1321
"247966"	6	21	36	0	0	0
"247972"	396	907	1435	427	440	443
"247979"	12	38	11	15	11	34
"247983"	67	36	66	114	199	139
"247985"	96	35	63	236	378	184
"247989"	0	0	0	0	0	0
"248004"	2	0	0	0	0	0
"248006"	0	0	0	0	0	0
"248010"	99	46	60	156	103	102
"248022"	101	34	34	60	91	52
"248024"	55	14	11	96	190	83
"248025"	9	2	2	27	3	8
"248030"	57	29	89	141	284	141
"248040"	0	0	0	3	4	7
"248043"	115	233	216	458	534	516
"248056"	658	970	712	7981	6596	8039
"248060"	30	16	21	204	439	207
"248061"	34	15	21	81	160	130
"248062"	57	21	21	3	12	15
"248064"	1	6	5	1	0	1
"248072"	0	6	4	6	18	11
"248074"	0	0	1	0	0	0
"248076"	10	15	76	91	45	83
"248078"	0	0	0	14	44	31
"248081"	2	13	5	805	1033	391
"248084"	89	53	97	102	215	140
"248100"	0	0	0	37	13	16
"248106"	0	0	1	0	0	0
"248109"	0	0	1	0	0	0
"248116"	397	43	47	14	22	10
"248135"	73	50	62	179	396	256
"248136"	0	0	0	0	0	1
"248141"	0	0	2	0	1	1
"248144"	185	434	1715	148	64	384
"248145"	15	5	16	63	105	57
"248147"	2	3	3	36	64	51
"248158"	5	1	0	1	0	1
"248163"	1	1	0	3	5	7
"248166"	7	13	21	15	26	21
"248169"	67	131	219	168	232	209
"248176"	38	23	36	130	143	154
"248180"	0	0	0	1	0	3
"248181"	81	247	76	0	3	1
"248187"	19	19	29	23	23	24
"248191"	0	0	0	1	0	2
"248192"	8	15	8	154	210	177
"248194"	32	15	17	58	57	60
"248198"	19	94	105	147	259	202
"248202"	2181	855	155	543	179	137
"248204"	0	0	0	3	1	3
"248207"	6	26	64	8	3	5
"248214"	0	0	0	10	11	14
"248215"	154	48	76	72	125	81
"248217"	151	64	73	372	244	437
"248219"	1	0	0	72	35	68
"248221"	2	4	5	8	10	0
"248222"	1	0	2	21	60	32
"248224"	89	143	277	525	1029	606
"248225"	0	0	0	34	40	15
"248227"	21	23	22	11	47	26
"248231"	3	5	6	30	48	29
"248233"	0	0	0	63	80	129
"248237"	127	74	49	496	463	374
"248238"	11	5	15	24	30	25
"248242"	0	0	1	2	3	1
"248248"	0	6	5	1	1	1
"248254"	108	151	76	270	109	84
"248255"	1	0	4	136	147	226
"248258"	0	0	0	0	1	1
"248262"	17	16	12	2	7	1
"248266"	2	0	2	92	141	115
"248273"	18	8	13	149	114	90
"248275"	6	9	11	6	8	5
"248276"	31	48	47	2	5	2
"248284"	5	0	11	0	0	0
"248291"	1	2	1	126	69	73
"248298"	0	0	0	0	1	0
"248301"	9	6	2	1	3	1
"248312"	0	0	0	4	14	25
"248313"	2	10	7	25	63	24
"248322"	4	40	75	116	200	156
"248323"	31	43	113	107	166	145
"248325"	2	0	0	6	10	2
"248326"	13	26	48	87	167	163
"248328"	0	2	1	21	34	28
"248330"	3	1	3	19	11	12
"248346"	1985	482	309	304	572	450
"248351"	17	21	40	102	146	168
"248356"	17	3	20	88	107	76
"248361"	306	87	129	216	292	253
"248363"	81	23	19	15	62	79
"248372"	1	3	10	17	32	15
"248383"	1	8	7	2	2	6
"248385"	0	0	3	340	758	733
"248389"	25	25	17	0	1	0
"248390"	32	6	4	63	82	31
"248396"	122	103	113	35	91	81
"248398"	2	1	1	9	5	5
"248400"	382	1348	2367	2	0	0
"248402"	18	39	34	110	189	120
"248406"	40	15	25	9	7	4
"248410"	1	0	0	0	0	1
"248414"	660	279	484	292	287	283
"248417"	12	7	0	0	0	0
"248419"	14	38	84	189	137	299
"248421"	48	59	59	107	199	97
"248427"	22	17	50	87	63	124
"248432"	1	11	8	3	2	9
"248436"	107	8	8	405	300	229
"248440"	20	16	31	99	134	105
"248441"	8	1	4	20	56	4
"248446"	0	0	0	0	1	0
"248449"	10	14	15	12	6	7
"248455"	100	128	240	254	304	228
"248456"	15	8	19	115	468	155
"248458"	0	0	0	0	0	0
"248459"	1279	1097	589	739	391	441
"248461"	0	0	0	0	12	3
"248467"	110	73	245	805	527	492
"248469"	21	13	17	36	76	42
"248471"	0	0	0	1	1	1
"248473"	15	46	32	96	114	242
"248485"	40	83	67	199	375	133
"248488"	15	14	11	69	140	89
"248497"	6	17	41	48	91	71
"248500"	0	0	0	0	0	0
"248501"	0	0	0	33	123	62
"248504"	518	456	248	55	56	35
"248505"	177	204	102	0	0	0
"248510"	411	523	1675	76	37	82
"248511"	137	189	417	271	58	309
"248517"	5	9	7	63	112	134
"248522"	102	151	101	193	594	125
"248526"	0	0	1	84	155	109
"248527"	0	0	0	6	7	2
"248529"	120	41	104	161	219	130
"248535"	0	0	0	0	0	0
"248536"	7	13	23	36	42	43
"248538"	0	0	0	2	3	0
"248539"	3	1	0	0	0	1
"248541"	24	4	14	3	1	6
"248545"	0	0	0	8	12	11
"248550"	24	32	0	37	23	22
"248562"	37	66	93	51	51	112
"248572"	66	16	13	81	58	54
"248575"	28	0	1	5	23	16
"248576"	12	0	0	0	0	0
"248578"	29	41	33	59	93	86
"248581"	0	0	0	0	0	0
"248595"	935	2272	2144	591	535	579
"248597"	191	448	313	247	157	216
"248598"	1	1	4	13	45	31
"248604"	19	70	35	290	589	321
"248605"	17	6	6	6	17	20
"248608"	1	0	3	3	1	17
"248610"	6	21	12	1545	1690	1922
"248614"	0	0	0	0	1	4
"248617"	549	1405	2036	0	1	0
"248625"	10	17	11	16	25	0
"248628"	7	30	42	172	292	191
"248633"	41	49	56	202	358	230
"248640"	21	18	14	78	100	42
"248641"	2	1	8	5	13	7
"248658"	5	3	8	0	0	1
"248662"	80	40	14	189	255	160
"248696"	0	0	1	97	174	201
"248697"	0	0	0	0	0	0
"248704"	0	0	0	0	0	0
"248705"	0	0	0	0	0	1
"248706"	20	19	67	110	97	84
"248707"	14	15	24	56	70	47
"248716"	1437	1578	760	209	475	395
"248719"	4	0	1	28	24	11
"248724"	4	4	13	17	34	36
"248726"	128	311	242	93	93	47
"248733"	113	79	117	274	498	322
"248737"	15	14	25	36	49	66
"248738"	0	0	0	0	0	0
"248740"	0	2	0	26	51	46
"248743"	7	4	19	31	48	42
"248744"	97	59	99	107	156	158
"248748"	148	423	467	72	8	32
"248750"	97	15	27	38	42	42
"248751"	0	0	0	0	0	1
"248753"	0	0	0	0	2	2
"248763"	5	16	24	97	67	36
"248764"	0	0	0	0	0	0
"248778"	298	177	383	349	617	431
"248779"	30	3	28	30	24	15
"248780"	33	33	23	52	51	47
"248784"	0	0	0	0	0	0
"248787"	2284	2352	1328	25	43	24
"248791"	1	1	0	8	27	9
"248793"	4	1	4	27	35	30
"248802"	21	12	13	199	232	109
"248803"	2	2	3	0	0	1
"248804"	0	0	0	10	10	25
"248806"	1155	483	184	523	304	301
"248807"	0	0	0	4	10	3
"248818"	0	0	1	1	2	3
"248825"	13	8	16	4367	6725	7038
"248834"	26	12	12	80	182	107
"248835"	0	0	0	0	2	0
"248839"	78	24	26	48	63	57
"248844"	24	14	18	600	462	371
"248848"	1	0	1	18	7	25
"248850"	15	24	10	17	21	21
"248854"	1	0	1	0	0	0
"248858"	9	48	25	48	80	127
"248859"	81	330	164	89	90	363
"248861"	26	8	11	7	24	24
"248862"	0	0	0	11	49	63
"248869"	0	0	0	0	2	5
"248871"	4	4	9	26	52	63
"248875"	2	2	3	2	10	4
"248876"	0	0	0	0	0	0
"248878"	21	8	15	29	37	30
"248881"	1	0	1	217	416	403
"248890"	5	10	21	18	12	9
"248897"	7	2	2	0	6	1
"248901"	52	17	33	122	173	152
"248904"	666	609	523	123	63	109
"248910"	1	0	1	0	0	0
"248913"	0	0	0	8	0	16
"248918"	9	6	8	2	0	1
"248928"	1	0	0	5	4	4
"248929"	19	16	24	13	29	21
"248933"	0	8	9	49	40	12
"248948"	0	0	0	1	5	4
"248952"	9	11	17	62	123	60
"248955"	0	0	0	6	13	12
"248959"	21	18	23	45	64	29
"248960"	0	0	0	4	13	6
"248964"	0	0	0	0	0	0
"248966"	3	0	1	0	0	0
"248967"	0	0	0	0	0	0
"248968"	2	1	6	1	6	12
"248969"	6	9	11	23	37	67
"248971"	0	0	0	3	0	2
"248978"	299	33	2	197	114	85
"248997"	0	0	0	0	0	0
"249009"	7	10	9	24	42	53
"249011"	54	56	107	92	99	106
"249012"	19	20	39	9	30	16
"249013"	0	0	0	0	0	0
"249014"	0	0	0	0	0	0
"249024"	1	0	0	216	220	188
"249026"	738	239	200	249	183	157
"249031"	71	69	94	188	260	227
"249035"	10	9	2	0	0	0
"249036"	13	16	10	0	1	0
"249046"	28	15	6	0	0	0
"249049"	1571	575	589	980	749	621
"249058"	13	9	11	49	64	29
"249060"	52	49	57	95	159	126
"249066"	38	13	6	94	122	112
"249067"	0	0	0	0	0	0
"249069"	8	8	13	16	68	13
"249102"	1	5	6	58	92	61
"249104"	25	207	91	164	266	157
"249111"	0	1	0	70	48	127
"249112"	0	0	0	0	1	0
"249116"	14	4	6	55	95	112
"249118"	2	3	0	12	26	58
"249120"	70	54	67	68	94	77
"249124"	4	3	2	12	14	20
"249127"	20	40	36	62	78	53
"249145"	33	14	22	43	63	33
"249149"	0	1	0	8	20	11
"249151"	11	31	21	120	155	109
"249152"	29	129	106	165	249	209
"249157"	56	24	43	136	117	136
"249177"	9	58	56	74	203	121
"249179"	883	1732	1501	593	374	637
"249187"	35	294	626	25	50	43
"249189"	176	134	51	22	7	19
"249196"	0	0	0	59	79	37
"249205"	8	34	43	31	66	74
"249207"	6	19	12	68	70	73
"249208"	13	20	43	25	22	25
"249216"	77	102	71	48	70	55
"249217"	631	869	669	1436	822	1203
"249219"	4	33	10	26	46	18
"249220"	12	28	109	72	118	50
"249241"	80	32	32	53	79	52
"249244"	21	34	16	23	63	33
"249246"	2	0	2	12	21	16
"249251"	77	66	53	136	156	124
"249269"	5	18	15	20	18	22
"249275"	19	4	3	10	14	9
"249277"	1	1	0	3	0	3
"249279"	0	2	2	57	77	51
"249289"	130	201	420	148	126	57
"249290"	52	90	128	101	148	139
"249291"	105	33	45	104	88	115
"249301"	0	0	1	0	1	0
"249304"	0	0	0	0	0	0
"249313"	0	0	0	0	0	0
"249314"	163	51	77	72	74	56
"249315"	0	0	1	7	4	8
"249317"	14	15	35	86	132	82
"249324"	11	1	5	96	117	109
"249325"	19	47	38	66	127	106
"249329"	5	12	38	36	69	87
"249336"	0	0	2	345	830	576
"249337"	6	9	19	22	16	26
"249340"	0	0	0	0	0	0
"249343"	13	11	32	92	93	122
"249349"	6	0	4	104	167	95
"249351"	39	32	41	44	53	73
"249352"	118	196	605	335	382	367
"249353"	8	20	44	33	33	31
"249362"	2	1	1	12	22	22
"249366"	0	0	0	10	30	7
"249368"	17	20	15	228	259	308
"249371"	0	0	0	0	0	0
"249372"	6	4	7	0	1	1
"249373"	0	0	1	13	23	29
"249378"	19	12	10	25	77	47
"249383"	77	22	33	132	153	92
"249384"	10	1	6	29	16	13
"249387"	66	60	91	214	198	226
"249392"	66	94	144	202	306	203
"249400"	6	6	6	11	20	19
"249404"	0	0	0	5	18	24
"249406"	0	0	0	32	86	55
"249410"	60	237	279	284	330	368
"249414"	0	0	0	1	4	5
"249415"	14	8	2	38	116	60
"249421"	0	0	0	3	2	2
"249424"	0	1	10	239	181	437
"249435"	13	29	48	200	356	201
"249437"	0	0	0	6	3	3
"249440"	0	0	0	56	21	29
"249441"	1	0	3	1055	364	873
"249445"	13	4	22	104	61	44
"249464"	28	73	154	233	307	173
"249470"	37	69	96	69	75	106
"249471"	65	28	42	115	152	112
"249473"	0	0	0	0	0	0
"249478"	0	0	0	0	1	1
"249488"	0	0	0	0	0	1
"249496"	1	1	0	20	22	17
"249501"	0	0	0	14	20	24
"249502"	14	22	55	203	290	198
"249505"	18	17	10	351	52	84
"249508"	38	47	36	70	138	75
"249515"	0	0	1	1	5	2
"249522"	0	0	0	18	17	17
"249525"	0	0	0	8	3	9
"249526"	19	17	40	0	0	0
"249529"	1	3	2	45	56	33
"249533"	0	0	0	0	0	0
"249537"	4	7	9	6	9	5
"249542"	0	1	3	66	134	89
"249543"	0	2	0	5	0	1
"249551"	1	0	0	30	53	38
"249552"	498	380	1078	1526	564	656
"249558"	0	0	0	16	22	9
"249560"	73	59	46	123	159	125
"249564"	2	0	0	20	23	11
"249569"	15	13	20	44	96	70
"249570"	0	2	1	1	1	1
"249572"	0	0	0	0	0	0
"249574"	2	10	5	0	0	0
"249575"	1	0	0	0	0	0
"249576"	0	0	0	7	5	0
"249578"	305	58	93	181	126	53
"249581"	132	78	93	191	258	137
"249582"	13	4	6	7	1	1
"249584"	19	5	16	35	86	55
"249588"	0	0	0	23	24	30
"249590"	174	187	209	230	507	300
"249598"	0	0	0	0	5	1
"249599"	0	0	0	44	47	26
